"Mineral Name","Mineral Name (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)"
"Melanovanadite","Melanovanadite","CaV^4+^_2_V^5+^_2_O_10_·5H_2_O","Ca(V^5+^,V^4+^)_4_O_10_·5H_2_O"
"Melanterite","Melanterite","Fe^2+^S^6+^O_4_·7H_2_O","Fe(SO_4_)·7H_2_O"
"Melcherite","Melcherite","Ba_2_Na_2_Mg[Nb^5+^_6_O_19_]·6H_2_O","Ba_2_Na_2_Mg[Nb_6_O_19_]·6H_2_O"
"Meliphanite","Meliphanite","Ca_4_(Na,Ca)_4_Be_4_AlSi_7_O_24_(F,O)_4_","Ca_4_(Na,Ca)_4_Be_4_AlSi_7_O_24_(F,O)_4_"
"Melkovite","Melkovite","[Ca_2_(H_2_O)_15_Ca(H_2_O)_6_][Mo^6+^_8_P_2_Fe^3+^_3_O_36_(OH)]","CaFe^3+^_2_Mo_5_O_10_(PO_4_)_2_(OH)_12_·8H_2_O"
"Melliniite","Melliniite","(Ni,Fe)_4_P","(Ni,Fe)_4_P"
"Mellite","Mellite","Al_2_C_6_(COO)_6_·16H_2_O","Al_2_C_6_(COO)_6_·16H_2_O"
"Mellizinkalite","Mellizinkalite","K_3_Zn^2+^_2_Cl_7_","K_3_Zn_2_Cl_7_"
"Melonite","Melonite","NiTe_2_","NiTe_2_"
"Mélonjosephite","Melonjosephite","CaFe^2+^Fe^3+^(PO_4_)_2_(OH)","CaFe^2+^Fe^3+^(PO_4_)_2_(OH)"
"Menchettiite","Menchettiite","Pb^2+^_5_Mn^2+^_3_Ag^1+^_2_Sb^3+^_6_As^3+^_4_S^2-^_24_","Pb_5_Mn_3_Ag_2_Sb_6_As_4_S_24_"
"Mendeleevite-(Ce)","Mendeleevite-(Ce)","Cs^1+^_6_(Ce^3+^,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_","Cs_6_(Ce,REE,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_"
"Mendeleevite-(Nd)","Mendeleevite-(Nd)","Cs^1+^_6_(Nd^3+^,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_","Cs_6_(Nd,REE,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_"
"Mendigite","Mendigite","Mn^2+^_5_CaSi_6_O_18_","Mn_2_Mn_2_MnCa(Si_3_O_9_)_2_"
"Mendipite","Mendipite","Pb_3_O_2_Cl_2_","Pb_3_O_2_Cl_2_"
"Mendozavilite-KCa","Mendozavilite-KCa","[K_2_(H_2_O)_15_Ca(H_2_O)_6_][Mo^6+^_8_P_2_Fe^3+^_3_O_34_(OH)_3_]","[K_2_(H_2_O)_15_Ca(H_2_O)_6_][Mo_8_P_2_Fe^3+^_3_O_34_(OH)_3_]"
"Mendozavilite-NaCu","Mendozavilite-NaCu","[Na_2_(H_2_O)_15_Cu^2+^(H_2_O)_6_][Mo^6+^_8_P_2_Fe^3+^_3_O_34_(OH)_3_]","[Na_2_(H_2_O)_15_Cu(H_2_O)_6_][Mo_8_P_2_Fe^3+^_3_O_34_(OH)_3_]"
"Mendozavilite-NaFe","Mendozavilite-NaFe","[Na_2_(H_2_O)_15_Fe^3+^(H_2_O)_6_][Mo^6+^_8_P_2_Fe^3+^_3_O_35_(OH)_2_]","[Na_2_(H_2_O)_15_Fe^3+^(H_2_O)_6_][Mo_8_P_2_Fe^3+^_3_O_35_(OH)_2_]"
"Mendozite","Mendozite","NaAl(SO_4_)_2_·11H_2_O","NaAl(SO_4_)_2_·11H_2_O"
"Meneghinite","Meneghinite","Pb_13_CuSb_7_S_24_","Pb_13_CuSb_7_S_24_"
"Menezesite","Menezesite","Ba_3_MgZr^4+^_4_Nb^5+^_12_O_42_·12H_2_O","Ba_3_MgZr_4_Nb_12_O_42_·12H_2_O"
"Mengeite","Mengeite","Ba(Mg,Mn^2+^)Mn^3+^_4_(PO_4_)_4_(OH)_4_·4H_2_O","Ba(Mg,Mn^2+^)Mn^3+^_4_(PO_4_)_4_(OH)_4_·4H_2_O"
"Mengxianminite","Mengxianminite","Ca_2_Sn^4+^_2_Mg_3_Al_8_[(BO_3_)(BeO_4_)O_6_]_2_","Ca_2_Sn_2_Mg_3_Al_8_[(BO_3_)(BeO_4_)O_6_]_2_"
"Meniaylovite","Meniaylovite","Ca_4_AlSi(SiO_4_)F_13_·12H_2_O","Ca_4_AlSi(SiO_4_)F_13_·12H_2_O"
"Menshikovite","Menshikovite","Pd_3_Ni_2_As_3_","Pd_3_Ni_2_As_3_"
"Menzerite-(Y)","Menzerite-(Y)","CaY^3+^_2_Mg_2_Si_3_O_12_","(CaY_2_)Mg_2_(SiO_4_)_3_"
"Mercallite","Mercallite","KHSO_4_","KH(SO_4_)"
"Mercury","Mercury","Hg","Hg"
"Mereheadite","Mereheadite","Pb_47_O_24_(OH)_13_Cl_25_(BO_3_)_2_(CO_3_)","Pb_47_O_24_(OH)_13_Cl_25_(BO_3_)_2_(CO_3_)"
"Mereiterite","Mereiterite","K_2_Fe^2+^(SO_4_)_2_·4H_2_O","K_2_Fe^2+^(SO_4_)_2_·4H_2_O"
"Merelaniite","Merelaniite","Pb_4_Mo_4_VSbS_15_","Pb_4_Mo_4_VSbS_15_"
"Merenskyite","Merenskyite","PdTe_2_","PdTe_2_"
"Meridianiite","Meridianiite","MgS^6+^O_4_·11H_2_O","Mg(SO_4_)·11H_2_O"
"Merlinoite","Merlinoite","K_5_Ca_2_(Si_23_Al_9_)O_64_·24H_2_O","K_5_Ca_2_(Si_23_Al_9_)O_64_·24H_2_O"
"Merrihueite","Merrihueite","(K,Na)_2_(Fe^2+^,Mg)_5_Si_12_O_30_","(K,Na)_2_(Fe^2+^,Mg)_5_Si_12_O_30_"
"Merrillite","Merrillite","Ca_9_NaMg(PO_4_)_7_","Ca_9_NaMg(PO_4_)_7_"
"Mertieite-I","Mertieite-I","Pd_5+x_(Sb,As)_2-x_ (x = 0.1-0.2)","Pd_5+x_(Sb,As)_2-x_ (x = 0.1-0.2)"
"Mertieite-II","Mertieite-II","Pd_8_Sb_2.5_As_0.5_","Pd_8_Sb_2.5_As_0.5_"
"Merwinite","Merwinite","Ca_3_Mg(SiO_4_)_2_","Ca_3_Mg(SiO_4_)_2_"
"Mesaite","Mesaite","CaMn^2+^_5_(V^5+^_2_O_7_)_3_·12H_2_O","CaMn^2+^_5_(V_2_O_7_)_3_·12H_2_O"
"Mesolite","Mesolite","Na_2_Ca_2_(Si_9_Al_6_)O_30_·8H_2_O","Na_2_Ca_2_(Si_9_Al_6_)O_30_·8H_2_O"
"Messelite","Messelite","Ca_2_Fe^2+^(PO_4_)_2_·2H_2_O","Ca_2_Fe^2+^(PO_4_)_2_·2H_2_O"
"Meta-aluminite","Meta-aluminite","Al_2_SO_4_(OH)_4_·5H_2_O","Al_2_(SO_4_)(OH)_4_·5H_2_O"
"Meta-alunogen","Meta-alunogen","Al_4_(SO_4_)_6_·27H_2_O","Al_2_(SO_4_)_3_·14H_2_O"
"Meta-ankoleite","Meta-ankoleite","K(UO_2_)(PO_4_)·3H_2_O","K(UO_2_)(PO_4_)·3H_2_O"
"Meta-autunite","Meta-autunite","Ca(UO_2_)_2_(PO_4_)_2_·6H_2_O","Ca(UO_2_)_2_(PO_4_)_2_·6H_2_O"
"Metaborite","Metaborite","HBO_2_","HBO_2_"
"Metacalciouranoite","Metacalciouranoite","(Ca,Na,Ba)U_2_O_7_·2H_2_O","(Ca,Na,Ba)U_2_O_7_·2H_2_O"
"Metacinnabar","Metacinnabar","Hg^2+^S^2-^","HgS"
"Metadelrioite","Metadelrioite","SrCa(V^5+^O_3_)_2_(OH)_2_","SrCa(VO_3_)_2_(OH)_2_"
"Metahaiweeite","Metahaiweeite","Ca(UO_2_)_2_Si_6_O_15_·nH_2_O","Ca(UO_2_)_2_Si_6_O_15_·nH_2_O"
"Metaheinrichite","Metaheinrichite","Ba(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O","Ba(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metahewettite","Metahewettite","CaV^5+^_6_O_16_·3H_2_O","CaV^5+^_6_O_16_·3H_2_O"
"Metahohmannite","Metahohmannite","Fe^3+^_2_O(S^6+^O_4_)_2_·4H_2_O","Fe^3+^_2_O(SO_4_)_2_·4H_2_O"
"Metakahlerite","Metakahlerite","Fe^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O","Fe^2+^(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metakirchheimerite","Metakirchheimerite","Co^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O","Co(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metaköttigite","Metakottigite","(Zn^2+^,Fe^3+^)_3_(As^5+^O_4_)_2_·8(H_2_O,OH)","(Zn,Fe^3+^)_3_(AsO_4_)_2_·8(H_2_O,OH)"
"Metalodèvite","Metalodevite","Zn^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·10H_2_O","Zn(UO_2_)_2_(AsO_4_)_2_·10H_2_O"
"Metamunirite","Metamunirite","NaV^5+^O_3_","NaV^5+^O_3_"
"Metanatroautunite","Metanatroautunite","Na(UO_2_)(PO_4_)·3H_2_O","Na(UO_2_)(PO_4_)·3H_2_O"
"Metanováčekite","Metanovacekite","Mg(U^6+^O_2_)_2_(As^5+^O_4_)_2_·4-8H_2_O","Mg(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metarauchite","Metarauchite","Ni^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O","Ni(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metarossite","Metarossite","CaV^5+^_2_O_6_·2H_2_O","CaV^5+^_2_O_6_·2H_2_O"
"Metasaléeite","Metasaleeite","Mg(UO_2_)_2_(PO_4_)_2_·8H_2_O","Mg(UO_2_)_2_(PO_4_)_2_·8H_2_O"
"Metaschoderite","Metaschoderite","AlPO_4_·3H_2_O","Al(PO_4_)·3H_2_O"
"Metaschoepite","Metaschoepite","(UO_2_)_8_O_2_(OH)_12_·10H_2_O","(UO_2_)_8_O_2_(OH)_12_·10H_2_O"
"Metasideronatrite","Metasideronatrite","Na_2_Fe^3+^(SO_4_)_2_(OH)·H_2_O","Na_2_Fe^3+^(SO_4_)_2_(OH)·H_2_O"
"Metastibnite","Metastibnite","Sb_2_S_3_","Sb_2_S_3_"
"Metastudtite","Metastudtite","(UO_2_)O_2_(H_2_O)_2_","UO_4_·2H_2_O"
"Metaswitzerite","Metaswitzerite","Mn^2+^_3_(PO_4_)_2_·4H_2_O","Mn^2+^_3_(PO_4_)_2_·4H_2_O"
"Metatamboite","Metatamboite","Fe^3+^_3_(OH)(H_2_O)_2_(S^6+^O_4_)(Te^4+^O_3_)_3_(Te^4+^O(OH)_2_)(H_2_O)","Fe^3+^_3_(OH)(H_2_O)_2_(SO_4_)(Te^4+^O_3_)_3_[Te^4+^O(OH)_2_](H_2_O)"
"Metathénardite","Metathenardite","Na_2_S^6+^O_4_","Na_2_(SO_4_)"
"Metatorbernite","Metatorbernite","Cu^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·8H_2_O","Cu(UO_2_)_2_(PO_4_)_2_·8H_2_O"
"Metatyuyamunite","Metatyuyamunite","Ca(U^6+^O_2_)_2_(V^5+^O_4_)_2_·3H_2_O","Ca(UO_2_)_2_(VO_4_)_2_·3H_2_O"
"Metauramphite","Metauramphite","(N^3-^H_4_)_2_(U^6+^O_2_)_2_(PO_4_)_2_·6H_2_O","(NH_4_)_2_(UO_2_)_2_(PO_4_)_2_·6H_2_O"
"Metauranocircite-I","Metauranocircite-I","Ba(UO_2_)_2_(PO_4_)_2_·8H_2_O","Ba(UO_2_)_2_(PO_4_)_2_·6H_2_O"
"Metauranopilite","Metauranopilite","(UO_2_)_6_SO_4_(OH)_10_·5H_2_O","(UO_2_)_6_(SO_4_)(OH)_10_·5H_2_O"
"Metauranospinite","Metauranospinite","Ca(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O","Ca(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metavandendriesscheite","Metavandendriesscheite","PbU_7_O_22_·nH_2_O (n < 12)","PbU_7_O_22_·nH_2_O"
"Metavanmeersscheite","Metavanmeersscheite","U(UO_2_)_3_(PO_4_)_2_(OH)_6_·2H_2_O","U(UO_2_)_3_(PO_4_)_2_(OH)_6_·2H_2_O"
"Metavanuralite","Metavanuralite","Al(U^6+^O_2_)_2_(V^5+^O_4_)_2_(OH)·8H_2_O","Al(UO_2_)_2_(VO_4_)_2_(OH)·8H_2_O"
"Metavariscite","Metavariscite","AlPO_4_·2H_2_O","Al(PO_4_)·2H_2_O"
"Metavauxite","Metavauxite","Fe^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O","Fe^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O"
"Metavivianite","Metavivianite","Fe^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·6H_2_O","Fe^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·6H_2_O"
"Metavoltine","Metavoltine","K_2_Na_6_Fe^2+^Fe^3+^_6_O_2_(SO_4_)_12_·18H_2_O","K_2_Na_6_Fe^2+^Fe^3+^_6_O_2_(SO_4_)_12_·18H_2_O"
"Metazellerite","Metazellerite","Ca(UO_2_)(CO_3_)_2_·3H_2_O","Ca(UO_2_)(CO_3_)_2_·3H_2_O"
"Metazeunerite","Metazeunerite","Cu^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O","Cu(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Meurigite-K","Meurigite-K","[K(H_2_O)_2.5_][Fe^3+^_8_(PO_4_)_6_(OH)_7_]·4H_2_O","KFe^3+^_8_(PO_4_)_6_(OH)_7_·6.5H_2_O"
"Meurigite-Na","Meurigite-Na","[Na(H_2_O)_2.5_][Fe^3+^_8_(PO_4_)_6_(OH)_7_]·4H_2_O","[Na(H_2_O)_2.5_][Fe^3+^_8_(PO_4_)_6_(OH)_7_(H_2_O)_4_]"
"Meyerhofferite","Meyerhofferite","CaB_3_O_3_(OH)_5_·H_2_O","CaB_3_O_3_(OH)_5_·H_2_O"
"Meymacite","Meymacite","WO_3_·2H_2_O","WO_3_·2H_2_O"
"Meyrowitzite","Meyrowitzite","Ca(U^6+^O_2_)(CO_3_)_2_·5H_2_O","Ca(UO_2_)(CO_3_)_2_·5H_2_O"
"Mgriite","Mgriite","(Cu,Fe)_3_AsSe_3_","(Cu,Fe)_3_AsSe_3_"
"Mianningite","Mianningite","([box],Pb^2+^,Ce^3+^,Na)(U^4+^,Mn^2+^,U^6+^)Fe^3+^_2_(Ti^4+^,Fe^3+^)_18_O_38_","([box],Pb,Ce,Na)(U^4+^,Mn,U^6+^)Fe^3+^_2_(Ti,Fe^3+^)_18_O_38_"
"Miargyrite","Miargyrite","AgSbS_2_","AgSbS_2_"
"Miassite","Miassite","Rh_17_S_15_","Rh_17_S_15_"
"Micheelsenite","Micheelsenite","(Ca,Y)_3_Al(PO_3_OH)CO_3_(OH)_6_·12H_2_O","(Ca,Y)_3_Al(PO_3_OH)(CO_3_)(OH)_6_·12H_2_O"
"Michenerite","Michenerite","PdBiTe","PdBiTe"
"Microcline","Microcline","KAlSi_3_O_8_","K(AlSi_3_O_8_)"
"Microsommite","Microsommite","Na_4_K_2_Ca_2_(SO_4_)(Si_6_Al_6_O_24_)Cl_2_","[(Na,K)_6_(SO_4_)][Ca_2_Cl_2_][(Si_6_Al_6_O_24_)]"
"Middendorfite","Middendorfite","K_3_Na_2_Mn^2+^_5_Si_12_(O,OH)_36_·2H_2_O","K_3_Na_2_Mn_5_Si_12_(O,OH)_36_·2H_2_O"
"Middlebackite","Middlebackite","Cu^2+^_2_(C_2_)^6+^O_4_(OH)_2_","Cu_2_C_2_O_4_(OH)_2_"
"Mieite-(Y)","Mieite-(Y)","Y^3+^_4_Ti^4+^(SiO_4_)_2_O[F,(OH)]_6_","Y_4_Ti(SiO_4_)_2_O[F,(OH)]_6_"
"Miersite","Miersite","Ag^1+^I^1-^","AgI"
"Miessiite","Miessiite","Pd_11_Te_2_Se_2_","Pd_11_Te_2_Se_2_"
"Miguelromeroite","Miguelromeroite","Mn^2+^_5_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·4H_2_O","Mn_5_(AsO_3_OH)_2_(AsO_4_)_2_(H_2_O)_4_"
"Miharaite","Miharaite","PbCu_4_FeBiS_6_","PbCu_4_FeBiS_6_"
"Mikasaite","Mikasaite","Fe^3+^_2_(S^6+^O_4_)_3_","Fe^3+^_2_(SO_4_)_3_"
"Milanriederite","Milanriederite","Ca_19_Fe^3+^Al_4_(Mg_4_Al_4_)Si_18_O_67_(OH)_11_","(Ca,REE)_19_Fe^3+^Al_4_(Mg,Al,Fe^3+^)_8_Si_18_O_68_(OH,O)_10_"
"Milarite","Milarite","KCa_2_(Be_2_AlSi_12_O_30_)·xH_2_O","KCa_2_(Be_2_AlSi_12_)O_30_·H_2_O"
"Millerite","Millerite","NiS","NiS"
"Millisite","Millisite","NaCaAl_6_(PO_4_)_4_(OH)_9_·3H_2_O","NaCaAl_6_(PO_4_)_4_(OH)_9_·3H_2_O"
"Millosevichite","Millosevichite","Al_2_(SO_4_)_3_","Al_2_(SO_4_)_3_"
"Millsite","Millsite","Cu^2+^Te^4+^O_3_·2H_2_O","CuTeO_3_·2H_2_O"
"Milotaite","Milotaite","PdSbSe","PdSbSe"
"Mimetite","Mimetite","Pb^2+^_5_(As^5+^O_4_)_3_Cl","Pb_5_(AsO_4_)_3_Cl"
"Minasgeraisite-(Y)","Minasgeraisite-(Y)","CaBe_2_Y_2_(SiO_4_)_2_O_2_","CaBe_2_Y_2_Si_2_O_10_"
"Minasragrite","Minasragrite","V^4+^O(SO_4_)·5H_2_O","V^4+^O(SO_4_)·5H_2_O"
"Mineevite-(Y)","Mineevite-(Y)","Na_25_BaY_2_(CO_3_)_11_(HCO_3_)_4_(SO_4_)_2_F_2_Cl","Na_25_BaY_2_(CO_3_)_11_(HCO_3_)_4_(SO_4_)_2_F_2_Cl"
"Minehillite","Minehillite","K_2-3_Ca_28_Zn^2+^_5_Al_4_Si_40_O_112_(OH)_16_","(K,Na)_2_Ca_28_Zn_5_Al_4_Si_40_O_112_(OH)_16_"
"Minguzzite","Minguzzite","K_3_Fe^3+^((C_2_)^6+^O_4_)_3_·3H_2_O","K_3_Fe^3+^(C_2_O_4_)_3_·3H_2_O"
"Minium","Minium","Pb^2+^_2_Pb^4+^O_4_","Pb^2+^_2_Pb^4+^O_4_"
"Minjiangite","Minjiangite","BaBe_2_P_2_O_8_","BaBe_2_(PO_4_)_2_"
"Minnesotaite","Minnesotaite","Fe^2+^_3_Si_4_O_10_(OH)_2_","Fe^2+^_3_Si_4_O_10_(OH)_2_"
"Minohlite","Minohlite","(Cu^2+^,Zn^2+^)_7_(S^6+^O_4_)_2_(OH)_10_·8H_2_O","(Cu,Zn)_7_(SO_4_)_2_(OH)_10_·8H_2_O"
"Minrecordite","Minrecordite","CaZn^2+^(CO_3_)_2_","CaZn(CO_3_)_2_"
"Minyulite","Minyulite","KAl_2_(PO_4_)_2_F·4H_2_O","KAl_2_(PO_4_)_2_F·4H_2_O"
"Mirabilite","Mirabilite","Na_2_SO_4_·10H_2_O","Na_2_(SO_4_)·10H_2_O"
"Misakiite","Misakiite","Cu^2+^_3_Mn^2+^(OH)_6_Cl_2_","Cu_3_Mn(OH)_6_Cl_2_"
"Misenite","Misenite","K_8_(S^6+^O_4_)(S^6+^O_3_OH)_6_","K_8_(SO_4_)(SO_3_OH)_6_"
"Miserite","Miserite","KCa_6_Si_8_O_22_(OH)","K_1.5-x_(Ca,Y,REE)_5_[Si_6_O_15_][Si_2_O_7_](OH,F)_2_·yH_2_O"
"Mitridatite","Mitridatite","Ca_2_Fe^3+^_3_O_2_(PO_4_)_3_·3H_2_O","Ca_2_Fe^3+^_3_O_2_(PO_4_)_3_·3H_2_O"
"Mitrofanovite","Mitrofanovite","Pt_3_Te_4_","Pt_3_Te_4_"
"Mitryaevaite","Mitryaevaite","Al_5_(PO_4_)_2_[(P,S)O_3_(OH,O)]_2_F_2_(OH)_2_·14.5H_2_O","Al_5_(PO_4_)_2_[(P,S)O_3_(OH,O)]_2_F_2_(OH)_2_·14.5H_2_O"
"Mitscherlichite","Mitscherlichite","K_2_Cu^2+^Cl_4_·2H_2_O","K_2_CuCl_4_·2H_2_O"
"Mixite","Mixite","Cu^2+^_6_Bi^3+^(As^5+^O_4_)_3_(OH)_6_·3H_2_O","Cu_6_Bi(AsO_4_)_3_(OH)_6_·3H_2_O"
"Miyahisaite","Miyahisaite","(Sr,Ca)_2_Ba_3_(PO_4_)_3_F","(Sr,Ca)_2_Ba_3_(PO_4_)_3_F"
"Moctezumite","Moctezumite","Pb^2+^(U^6+^O_2_)(Te^4+^O_3_)_2_","Pb(UO_2_)(Te^4+^O_3_)_2_"
"Modderite","Modderite","CoAs","CoAs"
"Moëloite","Moeloite","Pb_6_Sb_6_S_17_","Pb_6_Sb_6_S_14_(S)_3_"
"Mogánite","Moganite","SiO_2_·nH_2_O","SiO_2_·nH_2_O"
"Mogovidite","Mogovidite","Na_9_(Ca,Na)_12_(Fe^3+^,Fe^2+^)_2_Zr^4+^_3_Si_25_O_72_(CO_3_)(OH)_4_","Na_9_(Ca,Na)_12_Fe_2_Zr_3_Si_25_O_72_(CO_3_)(OH)_4_"
"Mohite","Mohite","Cu_2_SnS_3_","Cu_2_SnS_3_"
"Möhnite","Mohnite","(N^3-^H_4_)K_2_Na(S^6+^O_4_)_2_","(NH_4_)K_2_Na(SO_4_)_2_"
"Mohrite","Mohrite","(N^3-^H_4_)_2_Fe^2+^(S^6+^O_4_)_2_·6H_2_O","(NH_4_)_2_Fe^2+^(SO_4_)_2_·6H_2_O"
"Moissanite","Moissanite","SiC","SiC"
"Mojaveite","Mojaveite","Cu^2+^_6_[Te^6+^O_4_(OH)_2_](OH)_7_Cl^1-^","Cu_6_[Te^6+^O_4_(OH)_2_](OH)_7_Cl"
"Molinelloite","Molinelloite","Cu^2+^(H_2_O)(OH)V^4+^O(V^5+^O_4_)","Cu(H_2_O)(OH)V^4+^O(V^5+^O_4_)"
"Moluranite","Moluranite","H_4_U^4+^(U^6+^O_2_)_3_(Mo^6+^O_4_)_7_·18H_2_O","H_4_U^4+^(UO_2_)_3_(MoO_4_)_7_·18H_2_O"
"Molybdenite","Molybdenite","Mo^4+^S^2-^_2_","MoS_2_"
"Molybdite","Molybdite","Mo^6+^O_3_","MoO_3_"
"Molybdofornacite","Molybdofornacite","Cu^2+^Pb^2+^_2_Mo^6+^O_4_As^5+^O_4_(OH)","CuPb_2_(MoO_4_)(AsO_4_)(OH)"
"Molybdomenite","Molybdomenite","Pb^2+^Se^4+^O_3_","PbSe^4+^O_3_"
"Molybdophyllite","Molybdophyllite","Pb_8_Mg_9_[Si_10_O_30_(OH)_8_(CO_3_)_3_]·H_2_O","Pb_8_Mg_9_[Si_10_O_28_(OH)_8_O_2_(CO_3_)_3_]·H_2_O"
"Molysite","Molysite","Fe^3+^Cl_3_","FeCl_3_"
"Momoiite","Momoiite","Mn^2+^_3_V^3+^_2_(SiO_4_)_3_","Mn^2+^_3_V^3+^_2_(SiO_4_)_3_"
"Monazite-(Ce)","Monazite-(Ce)","CePO_4_","Ce(PO_4_)"
"Monazite-(La)","Monazite-(La)","LaPO_4_","La(PO_4_)"
"Monazite-(Nd)","Monazite-(Nd)","NdPO_4_","Nd(PO_4_)"
"Monazite-(Sm)","Monazite-(Sm)","SmPO_4_","Sm(PO_4_)"
"Moncheite","Moncheite","Pt(Te,Bi)_2_","Pt(Te,Bi)_2_"
"Monetite","Monetite","Ca(PO_3_OH)","Ca(PO_3_OH)"
"Mongolite","Mongolite","Ca_4_Nb^5+^_6_Si_5_O_24_(OH)_10_·6H_2_O","Ca_4_Nb_6_Si_5_O_24_(OH)_10_·6H_2_O"
"Monimolite","Monimolite","Pb_2_Sb^5+^_2_O_7_","Pb_2_Sb^5+^_2_O_7_"
"Monipite","Monipite","MoNiP","MoNiP"
"Monohydrocalcite","Monohydrocalcite","CaCO_3_·H_2_O","Ca(CO_3_)·H_2_O"
"Montanite","Montanite","Bi^3+^_2_Te^6+^O_6_·2H_2_O","Bi^3+^_2_Te^6+^O_6_·2H_2_O"
"Montbrayite","Montbrayite","(Au,Ag,Sb,Bi,Pb)_23_(Te,Sb,Bi,Pb)_38_","(Au,Ag,Sb,Bi,Pb)_23_(Te,Sb,Bi,Pb)_38_"
"Montdorite","Montdorite","KFe^2+^_1.5_Mn^2+^_0.5_Mg_0.5_Si_4_O_10_(F,OH)_2_","KFe^2+^_1.5_Mn^2+^_0.5_Mg_0.5_Si_4_O_10_(F,OH)_2_"
"Montebrasite","Montebrasite","LiAlPO_4_(OH)","LiAl(PO_4_)(OH)"
"Monteneveite","Monteneveite","Ca_3_Sb^5+^_2_(Fe^3+^_2_Fe^2+^)O_12_","Ca_3_Sb^5+^_2_(Fe^3+^_2_Fe^2+^)O_12_"
"Monteponite","Monteponite","Cd^2+^O","CdO"
"Monteregianite-(Y)","Monteregianite-(Y)","KNa_2_YSi_8_O_19_·5H_2_O","KNa_2_YSi_8_O_19_·5H_2_O"
"Montesommaite","Montesommaite","K_9_(Si_23_Al_9_)O_64_·10H_2_O","K_9_(Si_23_Al_9_)O_64_·10H_2_O"
"Montetrisaite","Montetrisaite","Cu^2+^_6_(S^6+^O_4_)(OH)_10_·2H_2_O","Cu_6_(SO_4_)(OH)_10_·2H_2_O"
"Montgomeryite","Montgomeryite","Ca_4_MgAl_4_(PO_4_)_6_(OH)_4_·12H_2_O","Ca_4_MgAl_4_(PO_4_)_6_(OH)_4_·12H_2_O"
"Monticellite","Monticellite","CaMgSiO_4_","CaMg(SiO_4_)"
"Montmorillonite","Montmorillonite","(Na,Ca)_0.3_(Al,Mg)_2_Si_4_O_10_(OH)_2_·nH_2_O","(Na,Ca)_0.3_(Al,Mg)_2_Si_4_O_10_(OH)_2_·nH_2_O"
"Montroseite","Montroseite","(V^3+^,Fe^2+^,V^4+^)O(OH)","(V^3+^,Fe^2+^,V^4+^)O(OH)"
"Montroyalite","Montroyalite","Sr_4_Al_8_(CO_3_)_3_(OH)_26_·10H_2_O","Sr_4_Al_8_(CO_3_)_3_(OH)_26_·10H_2_O"
"Montroydite","Montroydite","HgO","HgO"
"Mooihoekite","Mooihoekite","Cu_9_Fe_9_S_16_","Cu_9_Fe_9_S_16_"
"Moolooite","Moolooite","Cu^2+^(C_2_)^6+^O_4_·nH_2_O","Cu(C_2_O_4_)·nH_2_O"
"Mooreite","Mooreite","Mg_15_(S^6+^O_4_)_2_(OH)_26_·8H_2_O","Mg_15_(SO_4_)_2_(OH)_26_·8H_2_O"
"Moorhouseite","Moorhouseite","Co^2+^S^6+^O_4_·6H_2_O","Co(SO_4_)·6H_2_O"
"Mopungite","Mopungite","NaSb^5+^(OH)_6_","NaSb^5+^(OH)_6_"
"Moraesite","Moraesite","Be_2_PO_4_(OH)·4H_2_O","Be_2_(PO_4_)(OH)·4H_2_O"
"Moraskoite","Moraskoite","Na_2_Mg(PO_4_)F","Na_2_Mg(PO_4_)F"
"Mordenite","Mordenite","(Na_2_,Ca,K_2_)_4_(Al_8_Si_40_)O_96_·28H_2_O","(Na_2_,Ca,K_2_)_4_(Al_8_Si_40_)O_96_·28H_2_O"
"Moreauite","Moreauite","Al_3_(U^6+^O_2_)(P^5+^O_4_)_3_(OH)_2_·13H_2_O","Al_3_(UO_2_)(PO_4_)_3_(OH)_2_·13H_2_O"
